time_s,nal_type,payload_bytes
42.01599999999962,1,3049
42.07799999999952,7,9
42.07799999999952,8,6
42.07799999999952,7,9
42.07799999999952,8,6
42.10900000000038,7,9
42.10900000000038,8,6
42.15600000000086,5,4584
42.29700000000048,1,5167
42.375,1,2880
42.4380000000001,7,9
42.4380000000001,8,6
42.4380000000001,7,9
42.4380000000001,8,6
42.46900000000096,7,9
42.46900000000096,8,6
42.51599999999962,5,4458
42.60900000000038,1,2996
42.73400000000038,1,3265
42.79700000000048,7,9
42.79700000000048,8,6
42.79700000000048,7,9
42.79700000000048,8,6
42.82799999999952,7,9
42.82799999999952,8,6
42.875,5,4476
42.96900000000096,1,2828
43.14099999999962,1,5488
43.15600000000086,7,9
43.15600000000086,8,6
43.15600000000086,7,9
43.15600000000086,8,6
43.1880000000001,7,9
43.1880000000001,8,6
43.25,5,4660
43.32799999999952,1,3128
43.5,1,5115
43.51599999999962,7,9
43.51599999999962,8,6
43.51599999999962,7,9
43.51599999999962,8,6
43.54700000000048,7,9
43.54700000000048,8,6
43.60900000000038,5,4524
43.73400000000038,1,5512
43.8130000000001,1,2579
43.875,7,9
43.875,8,6
43.875,7,9
43.875,8,6
43.90600000000086,7,9
43.90600000000086,8,6
43.95299999999952,5,4420
44.09400000000096,1,5207
44.15600000000086,1,2681
44.23400000000038,7,9
44.23400000000038,8,6
44.23400000000038,7,9
44.23400000000038,8,6
44.26599999999962,7,9
44.26599999999962,8,6
44.32799999999952,5,4423
44.40600000000086,1,2266
44.51599999999962,1,2079
44.59400000000096,7,9
44.59400000000096,8,6
44.59400000000096,7,9
44.59400000000096,8,6
44.625,7,9
44.625,8,6
44.67200000000048,5,4342
44.76599999999962,1,2560
44.9380000000001,1,5233
44.95299999999952,7,9
44.95299999999952,8,6
44.95299999999952,7,9
44.95299999999952,8,6
44.98400000000038,7,9
44.98400000000038,8,6
45.03100000000086,5,4307
45.15600000000086,1,4515
45.28100000000086,1,4572
45.3130000000001,7,9
45.3130000000001,8,6
45.3130000000001,7,9
45.3130000000001,8,6
45.34400000000096,7,9
45.34400000000096,8,6
45.39099999999962,5,4214
45.53100000000086,1,5243
45.59400000000096,1,2093
45.67200000000048,7,9
45.67200000000048,8,6
45.67200000000048,7,9
45.67200000000048,8,6
45.70299999999952,7,9
45.70299999999952,8,6
45.76599999999962,5,4321
45.89099999999962,1,5021
45.96900000000096,1,2509
46.03100000000086,7,9
46.03100000000086,8,6
46.03100000000086,7,9
46.03100000000086,8,6
46.0630000000001,7,9
46.0630000000001,8,6
46.125,5,4236
46.20299999999952,1,2230
46.32799999999952,1,2551
46.39099999999962,7,9
46.39099999999962,8,6
46.39099999999962,7,9
46.39099999999962,8,6
46.42200000000048,7,9
46.42200000000048,8,6
46.48400000000038,5,4245
46.5630000000001,1,2212
46.73400000000038,1,5194
46.75,7,9
46.75,8,6
46.75,7,9
46.75,8,6
46.79700000000048,7,9
46.79700000000048,8,6
46.84400000000096,5,4333
46.9380000000001,1,3393
47.09400000000096,1,4916
47.14099999999962,7,9
47.14099999999962,8,6
47.14099999999962,7,9
47.14099999999962,8,6
47.15600000000086,7,9
47.15600000000086,8,6
47.20299999999952,5,4243
47.32799999999952,1,5234
47.40600000000086,1,2314
47.46900000000096,7,9
